id,C_eqas,A_loas,A_colo,A_inlo,A_relo,A_lolo,A_allo,M_exas,NI_TA,E_exas,OI_TA,E_inex,E_opinopex,NI_TA2,E_ineq,E_exde,E_itin,L_caas,L_feas,L_lode
0,0.029966564001773666,0.20215446472442267,7.410316642830148e-06,7.410316642830148e-06,7.410316642830148e-06,7.410316642830148e-06,0.01642126168051161,0.720981639373844,-0.02394149299521829,0.015032716944501036,-0.03320679985139556,1.3815350389321468,-2.208968609865471,-0.02394149299521829,-0.7989402119576084,0.025497759373759147,-0.0619840303153336,0.10247114796927244,0.13785757942547608,0.9568537636848374
1,0.041094219410008556,0.0586238120334734,2.6676625940351065e-05,2.6676625940351065e-05,2.6676625940351065e-05,2.6676625940351065e-05,2.6676625940351065e-05,0.7028879099363681,-0.004491479169827018,0.016151809493723347,-0.006390036172671727,1.124764799536836,-0.3956235476374903,-0.004491479169827018,-0.10929710393119459,0.07977415220478715,-0.21145374449339208,0.010187150178361143,0.017884594633057724,0.43282875518145186
2,0.13616473647723457,0.5611009378217426,0.008001427038146098,0.9866697730073419,0.9866697730073419,5.031869344493348e-05,0.011400857329898914,0.6139789628835588,0.0010349688289648295,0.006835503680030339,0.0016856747405547695,1.3162826709478348,0.24660578348884565,0.0010349688289648295,0.0076008580175812735,0.009664465289646477,0.9640225110545356,0.0029351080162778403,0.05105724817269008,1.093434828751516
3,-0.07350781113552106,0.5213684213803952,0.9959279961125936,0.00434347081323347,0.00434347081323347,0.09364767393564605,0.07075839715068315,1.0,-0.07029328450966721,0.027677312026196294,-0.07029328450966721,0.6340388007054674,-2.539743904434626,-0.07029328450966721,0.9562695912693217,0.008512494609050845,0.04025957813519326,0.008953034112875855,0.008953034112875855,0.5217362361720826
4,0.009794798093287068,0.7010571087519818,0.6449048704013772,0.16851766207142602,0.11985215695675892,0.019314734658358357,0.05512854152233785,0.45163827467243445,-0.006687258319371769,0.017855980181195958,-0.014806668731125421,1.596096799375488,-0.8292274398197557,-0.006687258319371769,-0.6827356986516064,0.007519194195956892,-0.30874282752086946,0.015311667103379095,0.05896411811880166,0.777381078162053
5,0.09217012218516323,0.757288888098135,0.447734247080383,0.5501145195900187,0.3234422383911112,0.0006024176224022245,0.043887931044869266,1.8651397264110487,0.09722121477134363,0.023393693707256517,0.052125432424529,3.4494790805358035,2.2281830768930755,0.09722121477134363,1.0548018432267356,0.0031103663103144623,0.1471393938333085,0.017192966609048076,0.017192966609048076,0.8538349011184357
6,0.04083697820850818,0.870561908134911,0.10705170897483798,0.8930296395957334,8.134857057138992e-05,0.010656662744852078,0.02527052670514942,0.804327025668913,-0.008274983816095607,0.013922442325210466,-0.010288083766940162,1.4115591820403264,-0.7389568242858305,-0.008274983816095607,-0.2026345772658457,0.018222990826658028,-0.41026894192313784,0.004968304617304572,0.008229872134230837,1.6005601605562703
7,-0.10997649347491285,0.7349663613520304,0.7875239322045863,0.20924687447613838,0.20251497692803136,-0.01234769412657379,0.0421339144704917,0.8662013287360188,0.008348869255086325,0.01459349922995866,0.009638485855556456,4.652849740932643,0.6604643412574983,0.008348869255086325,-0.0759150341249134,0.002491370563617728,1.0575224960053822,0.02272351463078544,0.02272351463078544,0.7803093086037912
8,0.0016792517126546105,0.8590888970591604,0.9200333593637694,0.08042841427589405,0.0005543652132593892,0.012396714628209926,0.03591787673529762,0.9147305048591805,-0.01312494618800641,0.01917045110552361,-0.014348429530101818,1.4728138270165094,-0.7484659307765369,-0.01312494618800641,-7.815949264245863,0.013348963166677543,-0.40610066689975083,0.0304294540617963,0.0304294540617963,1.1123817630694732
9,0.9214669383219114,0.18521948508983144,1.0,1.0,1.0,1.0,1.0,0.6806569343065693,0.06908686793850713,0.26893869235043527,0.10150027782922764,0.0,0.37741046831955927,0.06908686793850713,0.0749748743718593,1.0,1.824817518248175,0.22393035747360623,0.22393035747360623,1.0
